地区,リーグ名,年度,部・ブロック,結果ページのURL,順位表ページのURL,形式,goalnote_tid,チームの区別,状態,根拠のURL,メモ,Claude確認,確認メモ,チーム数,チーム例,取得方法
第3地区,第3地区ユースリーグ,2026,3部D,https://ws.eniblo.com/79SqSF8lncWz80vpmO/,https://ws.eniblo.com/79SqSF8lncWz80vpmO/ranks.html,独自サイト,,A・B・Cの表記あり,確認済み,https://kmnkzt1530.wixsite.com/youthleage,公式Wix(kmnkzt1530.wixsite.com/youthleage)からws.eniblo.comへのリンクをたどって実URLを特定。勝敗表(top)に加えranks.htmlに順位表あり。【最重要】都立板橋有徳の2026年度所属先。現在6位(0勝0分1敗、0得点16失点、9/11時点),新たに発見,,6,岩倉B／武蔵野／青山学院B／RIO B／城北C／都立板橋有徳,curl(Wixトップ→eniblo実URLを正規表現抽出→ranks.htmlを取得)
第4地区,4地区ユースリーグ,2024,(Geminiの手がかり検証),,,学校ブログ/ニュース記事（結果・順位表ではない）,,不明,一部確認,https://www.juniorsoccer-news.com/post-1152626,Geminiは第4地区を「集約ポータル未発見」とし本URLを根拠に挙げた,Geminiの記載と違う,年度誤り。Gemini: 記事タイトルは「2022年度 東京 第4地区ユースリーグ 1部優勝は東京実業高校C！最終結果掲載」であり2024年度の記事ではない（Geminiの年度表記が誤り）。本文末に「参照：東京都 4地区ユースリーグ HP」とあり、この参照先がkawakitanet.comを指す。Kawakitaが結果・順位表を完備しており（本CSVの2024年度4行を参照）、Geminiの「集約ポータル未発見」は誤り。ChatGPTのKawakita説が正しい,,,curlで取得し本文を目視確認
第4地区,4地区ユースリーグ,2024,1部,https://www.kawakitanet.com/league_soccer/select.php?pref_cd=8&gameid=9154,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9154,独自サイト(Kawakita),,部内はグループ分けなし・単一の総当り表。校名末尾のA/B/C/D等は同一校の複数チームを示す,確認済み,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8,ChatGPTのgameidは12件とも一覧ページ内のリンクと完全一致（連番からの推測ではなく実在するリンク）。Gemini Deep Researchは第4地区を「集約ポータル未発見」としていたが誤り,確認済み（ChatGPTの記載どおり）,main.php titleとselect.php titleがどちらも「4地区ユースリーグ 1部 2024年度」で一致。main.phpは順位表<table>1本（10チーム）。select.phpは<table>を使わないリスト形式で日付・対戦・スコアが並ぶ「試合結果一覧」。一覧ページ https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8 のリンク一覧と突合済み,10,大森学園B・都立美原A・東海大高輪台D,一覧ページをcurl取得しリンクを列挙、12 gameid全てのselect.php/main.php計24ページをcurlで取得しBeautifulSoupで解析
第4地区,4地区ユースリーグ,2024,2部,https://www.kawakitanet.com/league_soccer/select.php?pref_cd=8&gameid=9155,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9155,独自サイト(Kawakita),,部内はグループ分けなし・単一の総当り表。校名末尾のA/B/C/D等は同一校の複数チームを示す,確認済み,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8,ChatGPTのgameidは12件とも一覧ページ内のリンクと完全一致（連番からの推測ではなく実在するリンク）。Gemini Deep Researchは第4地区を「集約ポータル未発見」としていたが誤り,確認済み（ChatGPTの記載どおり）,main.php titleとselect.php titleがどちらも「4地区ユースリーグ 2部 2024年度」で一致。main.phpは順位表<table>1本（10チーム）。select.phpは<table>を使わないリスト形式で日付・対戦・スコアが並ぶ「試合結果一覧」。一覧ページ https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8 のリンク一覧と突合済み,10,日体大荏原C・東海大高輪台E・東京C,一覧ページをcurl取得しリンクを列挙、12 gameid全てのselect.php/main.php計24ページをcurlで取得しBeautifulSoupで解析
第4地区,4地区ユースリーグ,2024,3部A,https://www.kawakitanet.com/league_soccer/select.php?pref_cd=8&gameid=9156,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9156,独自サイト(Kawakita),,部内はグループ分けなし・単一の総当り表。校名末尾のA/B/C/D等は同一校の複数チームを示す,確認済み,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8,ChatGPTのgameidは12件とも一覧ページ内のリンクと完全一致（連番からの推測ではなく実在するリンク）。Gemini Deep Researchは第4地区を「集約ポータル未発見」としていたが誤り,確認済み（ChatGPTの記載どおり）,main.php titleとselect.php titleがどちらも「4地区ユースリーグ 3部A 2024年度」で一致。main.phpは順位表<table>1本（11チーム）。select.phpは<table>を使わないリスト形式で日付・対戦・スコアが並ぶ「試合結果一覧」。一覧ページ https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8 のリンク一覧と突合済み,11,日体大荏原D・正則学園C・朋優学院,一覧ページをcurl取得しリンクを列挙、12 gameid全てのselect.php/main.php計24ページをcurlで取得しBeautifulSoupで解析
第4地区,4地区ユースリーグ,2024,3部B,https://www.kawakitanet.com/league_soccer/select.php?pref_cd=8&gameid=9157,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9157,独自サイト(Kawakita),,部内はグループ分けなし・単一の総当り表。校名末尾のA/B/C/D等は同一校の複数チームを示す,確認済み,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8,ChatGPTのgameidは12件とも一覧ページ内のリンクと完全一致（連番からの推測ではなく実在するリンク）。Gemini Deep Researchは第4地区を「集約ポータル未発見」としていたが誤り,確認済み（ChatGPTの記載どおり）,main.php titleとselect.php titleがどちらも「4地区ユースリーグ 3部B 2024年度」で一致。main.phpは順位表<table>1本（10チーム）。select.phpは<table>を使わないリスト形式で日付・対戦・スコアが並ぶ「試合結果一覧」。一覧ページ https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8 のリンク一覧と突合済み,10,都立小山台・東京D・大森学園D,一覧ページをcurl取得しリンクを列挙、12 gameid全てのselect.php/main.php計24ページをcurlで取得しBeautifulSoupで解析
第4地区,4地区ユースリーグ,2025,(Geminiの手がかり検証),,,学校ブログ/ニュース記事（結果・順位表ではない）,,不明,一部確認,https://www.nishogakusha-highschool.ac.jp/sports009/,Geminiは第4地区を「集約ポータル未発見」とし本URLを根拠に挙げた,確認済み（Geminiの記載どおり）,Gemini: 二松学舎大学附属高校サッカー部の部活動ニュースページで、自チームの試合結果を随時ブログ的に掲載しているのみ（2021〜2026年度分が混在）。地区全体の結果・順位表は掲載していないため、Geminiの「校内ニュースで一部試合結果のみ確認」は妥当。ただしKawakitaが集約ポータルとして機能しており（本CSVの当該年度4行を参照）、Geminiの「集約ポータル未発見」という前提自体は誤り,,,curlで取得し本文を目視確認
第4地区,4地区ユースリーグ,2025,1部,https://www.kawakitanet.com/league_soccer/select.php?pref_cd=8&gameid=9466,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9466,独自サイト(Kawakita),,部内はグループ分けなし・単一の総当り表。校名末尾のA/B/C/D等は同一校の複数チームを示す,確認済み,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8,ChatGPTのgameidは12件とも一覧ページ内のリンクと完全一致（連番からの推測ではなく実在するリンク）。Gemini Deep Researchは第4地区を「集約ポータル未発見」としていたが誤り,確認済み（ChatGPTの記載どおり）,main.php titleとselect.php titleがどちらも「4地区ユースリーグ 1部 2025年度」で一致。main.phpは順位表<table>1本（10チーム）。select.phpは<table>を使わないリスト形式で日付・対戦・スコアが並ぶ「試合結果一覧」。一覧ページ https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8 のリンク一覧と突合済み,10,攻玉社A・東京B・東海大高輪台D,一覧ページをcurl取得しリンクを列挙、12 gameid全てのselect.php/main.php計24ページをcurlで取得しBeautifulSoupで解析
第4地区,4地区ユースリーグ,2025,2部,https://www.kawakitanet.com/league_soccer/select.php?pref_cd=8&gameid=9467,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9467,独自サイト(Kawakita),,部内はグループ分けなし・単一の総当り表。校名末尾のA/B/C/D等は同一校の複数チームを示す,確認済み,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8,ChatGPTのgameidは12件とも一覧ページ内のリンクと完全一致（連番からの推測ではなく実在するリンク）。Gemini Deep Researchは第4地区を「集約ポータル未発見」としていたが誤り,確認済み（ChatGPTの記載どおり）,main.php titleとselect.php titleがどちらも「4地区ユースリーグ 2部 2025年度」で一致。main.phpは順位表<table>1本（10チーム）。select.phpは<table>を使わないリスト形式で日付・対戦・スコアが並ぶ「試合結果一覧」。一覧ページ https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8 のリンク一覧と突合済み,10,東京C・都立小山台A・都立雪谷,一覧ページをcurl取得しリンクを列挙、12 gameid全てのselect.php/main.php計24ページをcurlで取得しBeautifulSoupで解析
第4地区,4地区ユースリーグ,2025,3部A,https://www.kawakitanet.com/league_soccer/select.php?pref_cd=8&gameid=9468,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9468,独自サイト(Kawakita),,部内はグループ分けなし・単一の総当り表。校名末尾のA/B/C/D等は同一校の複数チームを示す,確認済み,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8,ChatGPTのgameidは12件とも一覧ページ内のリンクと完全一致（連番からの推測ではなく実在するリンク）。Gemini Deep Researchは第4地区を「集約ポータル未発見」としていたが誤り,確認済み（ChatGPTの記載どおり）,main.php titleとselect.php titleがどちらも「4地区ユースリーグ 3部A 2025年度」で一致。main.phpは順位表<table>1本（10チーム）。select.phpは<table>を使わないリスト形式で日付・対戦・スコアが並ぶ「試合結果一覧」。一覧ページ https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8 のリンク一覧と突合済み,10,都立日比谷・東京D・青稜B,一覧ページをcurl取得しリンクを列挙、12 gameid全てのselect.php/main.php計24ページをcurlで取得しBeautifulSoupで解析
第4地区,4地区ユースリーグ,2025,3部B,https://www.kawakitanet.com/league_soccer/select.php?pref_cd=8&gameid=9469,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9469,独自サイト(Kawakita),,部内はグループ分けなし・単一の総当り表。校名末尾のA/B/C/D等は同一校の複数チームを示す,確認済み,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8,ChatGPTのgameidは12件とも一覧ページ内のリンクと完全一致（連番からの推測ではなく実在するリンク）。Gemini Deep Researchは第4地区を「集約ポータル未発見」としていたが誤り,確認済み（ChatGPTの記載どおり）,main.php titleとselect.php titleがどちらも「4地区ユースリーグ 3部B 2025年度」で一致。main.phpは順位表<table>1本（10チーム）。select.phpは<table>を使わないリスト形式で日付・対戦・スコアが並ぶ「試合結果一覧」。一覧ページ https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8 のリンク一覧と突合済み,10,大森学園D・羽田国際・正則学園B,一覧ページをcurl取得しリンクを列挙、12 gameid全てのselect.php/main.php計24ページをcurlで取得しBeautifulSoupで解析
第4地区,4地区ユースリーグ,2026,(Geminiの手がかり検証),,,学校ブログ/ニュース記事（結果・順位表ではない）,,不明,一部確認,https://www.nishogakusha-highschool.ac.jp/sports009/,Geminiは第4地区を「集約ポータル未発見」とし本URLを根拠に挙げた,確認済み（Geminiの記載どおり）,Gemini: 二松学舎大学附属高校サッカー部の部活動ニュースページで、自チームの試合結果を随時ブログ的に掲載しているのみ（2021〜2026年度分が混在）。地区全体の結果・順位表は掲載していないため、Geminiの「校内ニュースで一部試合結果のみ確認」は妥当。ただしKawakitaが集約ポータルとして機能しており（本CSVの当該年度4行を参照）、Geminiの「集約ポータル未発見」という前提自体は誤り,,,curlで取得し本文を目視確認
第4地区,4地区ユースリーグ,2026,1部,https://www.kawakitanet.com/league_soccer/select.php?pref_cd=8&gameid=9761,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9761,独自サイト(Kawakita),,部内はグループ分けなし・単一の総当り表。校名末尾のA/B/C/D等は同一校の複数チームを示す,確認済み,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8,ChatGPTのgameidは12件とも一覧ページ内のリンクと完全一致（連番からの推測ではなく実在するリンク）。Gemini Deep Researchは第4地区を「集約ポータル未発見」としていたが誤り,確認済み（ChatGPTの記載どおり）,main.php titleとselect.php titleがどちらも「4地区ユースリーグ 1部 2026年度」で一致。main.phpは順位表<table>1本（10チーム）。select.phpは<table>を使わないリスト形式で日付・対戦・スコアが並ぶ「試合結果一覧」。一覧ページ https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8 のリンク一覧と突合済み,10,日体大荏原B・東京実業C・都立小山台A,一覧ページをcurl取得しリンクを列挙、12 gameid全てのselect.php/main.php計24ページをcurlで取得しBeautifulSoupで解析
第4地区,4地区ユースリーグ,2026,2部,https://www.kawakitanet.com/league_soccer/select.php?pref_cd=8&gameid=9762,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9762,独自サイト(Kawakita),,部内はグループ分けなし・単一の総当り表。校名末尾のA/B/C/D等は同一校の複数チームを示す,確認済み,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8,ChatGPTのgameidは12件とも一覧ページ内のリンクと完全一致（連番からの推測ではなく実在するリンク）。Gemini Deep Researchは第4地区を「集約ポータル未発見」としていたが誤り,確認済み（ChatGPTの記載どおり）,main.php titleとselect.php titleがどちらも「4地区ユースリーグ 2部 2026年度」で一致。main.phpは順位表<table>1本（10チーム）。select.phpは<table>を使わないリスト形式で日付・対戦・スコアが並ぶ「試合結果一覧」。一覧ページ https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8 のリンク一覧と突合済み,10,東京実業D・明治学院A・都立日比谷,一覧ページをcurl取得しリンクを列挙、12 gameid全てのselect.php/main.php計24ページをcurlで取得しBeautifulSoupで解析
第4地区,4地区ユースリーグ,2026,3部A,https://www.kawakitanet.com/league_soccer/select.php?pref_cd=8&gameid=9763,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9763,独自サイト(Kawakita),,部内はグループ分けなし・単一の総当り表。校名末尾のA/B/C/D等は同一校の複数チームを示す,確認済み,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8,ChatGPTのgameidは12件とも一覧ページ内のリンクと完全一致（連番からの推測ではなく実在するリンク）。Gemini Deep Researchは第4地区を「集約ポータル未発見」としていたが誤り,確認済み（ChatGPTの記載どおり）,main.php titleとselect.php titleがどちらも「4地区ユースリーグ 3部A 2026年度」で一致。main.phpは順位表<table>1本（11チーム）。select.phpは<table>を使わないリスト形式で日付・対戦・スコアが並ぶ「試合結果一覧」。一覧ページ https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8 のリンク一覧と突合済み,11,攻玉社B・品川翔英・大森学園E,一覧ページをcurl取得しリンクを列挙、12 gameid全てのselect.php/main.php計24ページをcurlで取得しBeautifulSoupで解析
第4地区,4地区ユースリーグ,2026,3部B,https://www.kawakitanet.com/league_soccer/select.php?pref_cd=8&gameid=9764,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9764,独自サイト(Kawakita),,部内はグループ分けなし・単一の総当り表。校名末尾のA/B/C/D等は同一校の複数チームを示す,確認済み,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8,ChatGPTのgameidは12件とも一覧ページ内のリンクと完全一致（連番からの推測ではなく実在するリンク）。Gemini Deep Researchは第4地区を「集約ポータル未発見」としていたが誤り,確認済み（ChatGPTの記載どおり）,main.php titleとselect.php titleがどちらも「4地区ユースリーグ 3部B 2026年度」で一致。main.phpは順位表<table>1本（11チーム）。select.phpは<table>を使わないリスト形式で日付・対戦・スコアが並ぶ「試合結果一覧」。一覧ページ https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8 のリンク一覧と突合済み,11,正則・東京D・麻布,一覧ページをcurl取得しリンクを列挙、12 gameid全てのselect.php/main.php計24ページをcurlで取得しBeautifulSoupで解析
第5地区,NSリーグ,2024,1部,https://www.goalnote.net/detail-schedule.php?tid=15685,https://www.goalnote.net/detail-standings.php?tid=15685,goalnote,15685,グループA（1部に対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/view.php,ChatGPT・Geminiともに未発見としていたtidを、goalnoteサイト内検索（script/CreateTournamentList.php・free_word=NSリーグ）で発見,新たに発見,raw/web/district/d5/goalnote_15685_detail.htmlのtitleで2024年度NSリーグと確認。detail-schedule.phpの見出し行から グループA=1部 の対応を確認,10,専大附属A・実践学園D・杉並ソシオA,goalnoteのAJAX検索(POST script/CreateTournamentList.php)でtid発見後curlで新規取得。BeautifulSoupで解析
第5地区,NSリーグ,2024,2部A,https://www.goalnote.net/detail-schedule.php?tid=15685,https://www.goalnote.net/detail-standings.php?tid=15685,goalnote,15685,グループB（2部Aに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/view.php,ChatGPT・Geminiともに未発見としていたtidを、goalnoteサイト内検索（script/CreateTournamentList.php・free_word=NSリーグ）で発見,新たに発見,raw/web/district/d5/goalnote_15685_detail.htmlのtitleで2024年度NSリーグと確認。detail-schedule.phpの見出し行から グループB=2部A の対応を確認,8,都石神井B・早大学院C・杉並ソシオＢ,goalnoteのAJAX検索(POST script/CreateTournamentList.php)でtid発見後curlで新規取得。BeautifulSoupで解析
第5地区,NSリーグ,2024,2部B,https://www.goalnote.net/detail-schedule.php?tid=15685,https://www.goalnote.net/detail-standings.php?tid=15685,goalnote,15685,グループC（2部Bに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/view.php,ChatGPT・Geminiともに未発見としていたtidを、goalnoteサイト内検索（script/CreateTournamentList.php・free_word=NSリーグ）で発見,新たに発見,raw/web/district/d5/goalnote_15685_detail.htmlのtitleで2024年度NSリーグと確認。detail-schedule.phpの見出し行から グループC=2部B の対応を確認,8,杉並FC・実践学園E・都保谷B,goalnoteのAJAX検索(POST script/CreateTournamentList.php)でtid発見後curlで新規取得。BeautifulSoupで解析
第5地区,NSリーグ,2024,3部A,https://www.goalnote.net/detail-schedule.php?tid=15685,https://www.goalnote.net/detail-standings.php?tid=15685,goalnote,15685,グループD（3部Aに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/view.php,ChatGPT・Geminiともに未発見としていたtidを、goalnoteサイト内検索（script/CreateTournamentList.php・free_word=NSリーグ）で発見,新たに発見,raw/web/district/d5/goalnote_15685_detail.htmlのtitleで2024年度NSリーグと確認。detail-schedule.phpの見出し行から グループD=3部A の対応を確認,6,都豊多摩B・都杉並・東大附属,goalnoteのAJAX検索(POST script/CreateTournamentList.php)でtid発見後curlで新規取得。BeautifulSoupで解析
第5地区,NSリーグ,2024,3部B,https://www.goalnote.net/detail-schedule.php?tid=15685,https://www.goalnote.net/detail-standings.php?tid=15685,goalnote,15685,グループE（3部Bに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/view.php,ChatGPT・Geminiともに未発見としていたtidを、goalnoteサイト内検索（script/CreateTournamentList.php・free_word=NSリーグ）で発見,新たに発見,raw/web/district/d5/goalnote_15685_detail.htmlのtitleで2024年度NSリーグと確認。detail-schedule.phpの見出し行から グループE=3部B の対応を確認,6,佼成学園・武蔵野大学・都保谷C,goalnoteのAJAX検索(POST script/CreateTournamentList.php)でtid発見後curlで新規取得。BeautifulSoupで解析
第5地区,NSリーグ,2024,3部C,https://www.goalnote.net/detail-schedule.php?tid=15685,https://www.goalnote.net/detail-standings.php?tid=15685,goalnote,15685,グループF（3部Cに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/view.php,ChatGPT・Geminiともに未発見としていたtidを、goalnoteサイト内検索（script/CreateTournamentList.php・free_word=NSリーグ）で発見,新たに発見,raw/web/district/d5/goalnote_15685_detail.htmlのtitleで2024年度NSリーグと確認。detail-schedule.phpの見出し行から グループF=3部C の対応を確認,6,都鷺宮B・学大国際・明大中野B,goalnoteのAJAX検索(POST script/CreateTournamentList.php)でtid発見後curlで新規取得。BeautifulSoupで解析
第5地区,NSリーグ,2025,1部,https://www.goalnote.net/detail-schedule.php?tid=16999,https://www.goalnote.net/detail-standings.php?tid=16999,goalnote,16999,グループA（1部に対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/view.php,ChatGPT・Geminiともに未発見としていたtidを、goalnoteサイト内検索（script/CreateTournamentList.php・free_word=NSリーグ）で発見,新たに発見,raw/web/district/d5/goalnote_16999_detail.htmlのtitleで2025年度NSリーグと確認。detail-schedule.phpの見出し行から グループA=1部 の対応を確認,10,杉並ソシオフットボールクラブA・実践学園高等学校D・早稲田大学高等学院B,goalnoteのAJAX検索(POST script/CreateTournamentList.php)でtid発見後curlで新規取得。BeautifulSoupで解析
第5地区,NSリーグ,2025,2部A,https://www.goalnote.net/detail-schedule.php?tid=16999,https://www.goalnote.net/detail-standings.php?tid=16999,goalnote,16999,グループB（2部Aに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/view.php,ChatGPT・Geminiともに未発見としていたtidを、goalnoteサイト内検索（script/CreateTournamentList.php・free_word=NSリーグ）で発見,新たに発見,raw/web/district/d5/goalnote_16999_detail.htmlのtitleで2025年度NSリーグと確認。detail-schedule.phpの見出し行から グループB=2部A の対応を確認,8,都立保谷高等学校B・都立武蔵丘高等学校A・杉並アヤックスサッカークラブ,goalnoteのAJAX検索(POST script/CreateTournamentList.php)でtid発見後curlで新規取得。BeautifulSoupで解析
第5地区,NSリーグ,2025,2部B,https://www.goalnote.net/detail-schedule.php?tid=16999,https://www.goalnote.net/detail-standings.php?tid=16999,goalnote,16999,グループC（2部Bに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/view.php,ChatGPT・Geminiともに未発見としていたtidを、goalnoteサイト内検索（script/CreateTournamentList.php・free_word=NSリーグ）で発見,新たに発見,raw/web/district/d5/goalnote_16999_detail.htmlのtitleで2025年度NSリーグと確認。detail-schedule.phpの見出し行から グループC=2部B の対応を確認,8,文化学園大学杉並高等学校・実践学園高等学校E・中央大学杉並高等学校,goalnoteのAJAX検索(POST script/CreateTournamentList.php)でtid発見後curlで新規取得。BeautifulSoupで解析
第5地区,NSリーグ,2025,3部A,https://www.goalnote.net/detail-schedule.php?tid=16999,https://www.goalnote.net/detail-standings.php?tid=16999,goalnote,16999,グループD（3部Aに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/view.php,ChatGPT・Geminiともに未発見としていたtidを、goalnoteサイト内検索（script/CreateTournamentList.php・free_word=NSリーグ）で発見,新たに発見,raw/web/district/d5/goalnote_16999_detail.htmlのtitleで2025年度NSリーグと確認。detail-schedule.phpの見出し行から グループD=3部A の対応を確認,6,明治大学付属中野高等学校B・堀越高等学校C・杉並学院高等学校A,goalnoteのAJAX検索(POST script/CreateTournamentList.php)でtid発見後curlで新規取得。BeautifulSoupで解析
第5地区,NSリーグ,2025,3部B,https://www.goalnote.net/detail-schedule.php?tid=16999,https://www.goalnote.net/detail-standings.php?tid=16999,goalnote,16999,グループE（3部Bに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/view.php,ChatGPT・Geminiともに未発見としていたtidを、goalnoteサイト内検索（script/CreateTournamentList.php・free_word=NSリーグ）で発見,新たに発見,raw/web/district/d5/goalnote_16999_detail.htmlのtitleで2025年度NSリーグと確認。detail-schedule.phpの見出し行から グループE=3部B の対応を確認,6,都立武蔵丘高等学校B・東京大学教育学部附属中等教育学校・都立田無高等学校,goalnoteのAJAX検索(POST script/CreateTournamentList.php)でtid発見後curlで新規取得。BeautifulSoupで解析
第5地区,NSリーグ,2025,3部C,https://www.goalnote.net/detail-schedule.php?tid=16999,https://www.goalnote.net/detail-standings.php?tid=16999,goalnote,16999,グループF（3部Cに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/view.php,ChatGPT・Geminiともに未発見としていたtidを、goalnoteサイト内検索（script/CreateTournamentList.php・free_word=NSリーグ）で発見,新たに発見,raw/web/district/d5/goalnote_16999_detail.htmlのtitleで2025年度NSリーグと確認。detail-schedule.phpの見出し行から グループF=3部C の対応を確認,7,都立保谷高等学校C・東京学芸大学附属国際中等教育学校・都立大泉高等学校,goalnoteのAJAX検索(POST script/CreateTournamentList.php)でtid発見後curlで新規取得。BeautifulSoupで解析
第5地区,NSリーグ,2026,1部,https://www.goalnote.net/detail-schedule.php?tid=18597,https://www.goalnote.net/detail-standings.php?tid=18597,goalnote,18597,グループA（1部に対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail-schedule.php?tid=18597,ChatGPTは2026のみ確認済みと主張、2024・2025は未発見としていた,確認済み（ChatGPTの記載どおり）,raw/web/district/d5/goalnote_18597_detail.htmlのtitleで2026年度NSリーグと確認。detail-schedule.phpの見出し行から グループA=1部 の対応を確認,10,専修大学附属高等学校A・都立鷺宮高等学校A・日本大学第二高等学校A,既存ファイル(raw/web/goalnote_18597_*)を再利用。BeautifulSoupで解析
第5地区,NSリーグ,2026,2部A,https://www.goalnote.net/detail-schedule.php?tid=18597,https://www.goalnote.net/detail-standings.php?tid=18597,goalnote,18597,グループB（2部Aに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail-schedule.php?tid=18597,ChatGPTは2026のみ確認済みと主張、2024・2025は未発見としていた,確認済み（ChatGPTの記載どおり）,raw/web/district/d5/goalnote_18597_detail.htmlのtitleで2026年度NSリーグと確認。detail-schedule.phpの見出し行から グループB=2部A の対応を確認,8,都立武蔵丘高等学校A・國學院大學久我山高等学校E・日本大学鶴ヶ丘高等学校C,既存ファイル(raw/web/goalnote_18597_*)を再利用。BeautifulSoupで解析
第5地区,NSリーグ,2026,2部B,https://www.goalnote.net/detail-schedule.php?tid=18597,https://www.goalnote.net/detail-standings.php?tid=18597,goalnote,18597,グループC（2部Bに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail-schedule.php?tid=18597,ChatGPTは2026のみ確認済みと主張、2024・2025は未発見としていた,確認済み（ChatGPTの記載どおり）,raw/web/district/d5/goalnote_18597_detail.htmlのtitleで2026年度NSリーグと確認。detail-schedule.phpの見出し行から グループC=2部B の対応を確認,8,佼成学園高等学校・明治大学付属中野高等学校B・都立光丘高等学校,既存ファイル(raw/web/goalnote_18597_*)を再利用。BeautifulSoupで解析
第5地区,NSリーグ,2026,3部A,https://www.goalnote.net/detail-schedule.php?tid=18597,https://www.goalnote.net/detail-standings.php?tid=18597,goalnote,18597,グループD（3部Aに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail-schedule.php?tid=18597,ChatGPTは2026のみ確認済みと主張、2024・2025は未発見としていた,確認済み（ChatGPTの記載どおり）,raw/web/district/d5/goalnote_18597_detail.htmlのtitleで2026年度NSリーグと確認。detail-schedule.phpの見出し行から グループD=3部A の対応を確認,6,都立杉並高等学校・英明フロンティア高等学校・宝仙学園高等学校,既存ファイル(raw/web/goalnote_18597_*)を再利用。BeautifulSoupで解析
第5地区,NSリーグ,2026,3部B,https://www.goalnote.net/detail-schedule.php?tid=18597,https://www.goalnote.net/detail-standings.php?tid=18597,goalnote,18597,グループE（3部Bに対応）。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail-schedule.php?tid=18597,ChatGPTは2026のみ確認済みと主張、2024・2025は未発見としていた,確認済み（ChatGPTの記載どおり）,raw/web/district/d5/goalnote_18597_detail.htmlのtitleで2026年度NSリーグと確認。detail-schedule.phpの見出し行から グループE=3部B の対応を確認,6,武蔵野大学高等学校・都立大泉高等学校・日本大学第二高等学校B,既存ファイル(raw/web/goalnote_18597_*)を再利用。BeautifulSoupで解析
